"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
2798	12500000	"nationalism concentration camp world war ii gas chamber nazis"	"en"	"The Boy in the Striped Pyjamas"	34.821223	2008-05-07	20416563	94	7.7	1451	"Drama"	2008	5	7	"Asa Butterfield"	"male"	"Mark"	"male"
2173	2e+07	"grandmother granddaughter relationship promiscuity mother daughter relationship summer teenager"	"en"	"Georgia Rule"	7.878177	2007-05-11	0	113	5.6	130	"Drama"	2007	5	11	"Jane Fonda"	"female"	"Garry"	"male"
3431	6500000	"kidnapping ecstasy drug traffic drug mule hitman"	"en"	"Layer Cake"	24.0034	2004-09-30	11850214	105	7	559	"Drama"	2004	9	30	"Daniel Craig"	"male"	"Matthew"	"male"
3384	7e+06	"adoptive mother nymphomaniac mother daughter relationship"	"en"	"Mother and Child"	5.517597	2009-11-07	0	125	6.7	46	"Drama"	2009	11	7	"Naomi Watts"	"female"	"Rodrigo"	"male"
4205	0	NA	"en"	"N-Secure"	0.13456	2010-10-15	2592808	0	4.3	4	"Drama"	2010	10	15	"Cordell Moore"	"male"	"David"	"male"
1656	3e+07	"witch wolf little red riding hood sequel computer animation"	"en"	"Hoodwinked Too! Hood VS. Evil"	10.694417	2011-04-29	13521829	86	4.8	131	"Comedy"	2011	4	29	"Hayden Panettiere"	"male"	"Mike"	"male"
4377	0	NA	"he"	"Ajami"	0.51799	2009-09-17	0	120	6.8	27	"Drama"	2009	9	17	"Fouad Habash"	"male"	"Scandar"	NA
4721	0	NA	"en"	"The Work and The Story"	0.002388	2003-01-01	0	70	0	0	"Comedy"	2003	1	1	"Kirby Heyborne"	"male"	"Nathan"	"male"
208	1.6e+08	"witch cave arabian scandinavia bagdad"	"en"	"The 13th Warrior"	27.220157	1999-08-27	61698899	102	6.4	510	"Action"	1999	8	27	"Antonio Banderas"	"male"	"John"	"male"
941	5e+07	"based on novel assault rifle mercenary libya biography"	"en"	"13 Hours: The Secret Soldiers of Benghazi"	42.526529	2016-01-13	69411370	144	7	938	"Drama"	2016	1	13	"James Badge"	"male"	"Michael"	"male"
1639	3e+07	"fbi professor ladies' man medical examiner serial killer"	"en"	"88 Minutes"	16.883429	2007-02-14	16930884	108	5.7	313	"Thriller"	2007	2	14	"Al Pacino"	"male"	"Jon"	"male"
3939	2800000	"canada obsession walrus deception search"	"en"	"Tusk"	15.754614	2014-09-19	1826705	102	5.1	366	"Comedy"	2014	9	19	"Michael Parks"	"male"	"Kevin"	"male"
739	6e+07	"london england terrorist terrorist attack"	"en"	"London Has Fallen"	61.849521	2016-03-02	205754447	99	5.8	1621	"Thriller"	2016	3	2	"Gerard Butler"	"male"	"Babak"	"male"
885	5.2e+07	"bowling chicago american football flat baseball"	"en"	"The Break-Up"	26.251217	2006-06-01	204999686	106	5.6	832	"Comedy"	2006	6	1	"Vince Vaughn"	"male"	"Peyton"	"female"
4665	0	NA	"en"	"Western Religion"	0.58954	2015-10-09	0	106	0	0	"Western"	2015	10	9	"Peter Shinkoda"	"male"	"James"	"male"
954	5e+07	"father son relationship judge lawyer"	"en"	"The Judge"	42.472324	2014-10-08	83719388	141	7.2	1417	"Drama"	2014	10	8	"Robert Duvall"	"male"	"David"	"male"
3845	3500000	"hunter mountains wilderness adventure forest"	"nb"	"Troll Hunter"	12.982319	2010-10-29	4159678	103	6.7	583	"Horror"	2010	10	29	"Otto Jespersen"	"male"	"Andr\u00e9"	NA
3505	0	"asia island mercenary independent film jungle"	"en"	"Men of War"	1.734764	1994-09-04	0	103	5.4	29	"Thriller"	1994	9	4	"Dolph Lundgren"	"male"	"Perry"	"male"
2539	3.5e+07	"father son relationship based on true story"	"en"	"Snitch"	30.556135	2013-02-21	42930462	112	5.8	1138	"Drama"	2013	2	21	"Dwayne Johnson"	"male"	"Ric"	"male"
554	72500000	"north carolina prayer family dinner advertising divorce"	"en"	"Talladega Nights: The Ballad of Ricky Bobby"	12.599836	2006-08-04	162966177	116	6.2	491	"Comedy"	2006	8	4	"Will Ferrell"	"male"	"Adam"	"male"
707	6e+07	"holiday lake big family father labor pain"	"en"	"Cheaper by the Dozen 2"	18.831023	2005-12-21	129181830	94	5.7	526	"Comedy"	2005	12	21	"Steve Martin"	"male"	"Adam"	"male"
464	8e+07	"transylvania hotel witch technology magic"	"en"	"Hotel Transylvania 2"	61.692197	2015-09-21	473226958	89	6.7	1497	"Comedy"	2015	9	21	"Adam Sandler"	"male"	"Genndy"	NA
2608	1.5e+07	"southern usa blues military service independent film"	"en"	"Black Snake Moan"	11.429607	2006-12-08	10903846	116	6.6	243	"Drama"	2006	12	8	"Samuel L."	"male"	"Craig"	"male"
2563	1.4e+07	NA	"en"	"Because of Winn-Dixie"	3.334804	2005-02-18	32645546	106	6.1	61	"Drama"	2005	2	18	"Jeff Daniels"	"male"	"Wayne"	"male"
1711	3e+07	"weather multiple character scream convict psychopathy"	"en"	"Identity"	45.915165	2003-04-25	90259536	90	7.1	1061	"Thriller"	2003	4	25	"John Cusack"	"male"	"James"	"male"
3046	1e+07	"minnesota mother role beauty contest girl from the province hicktown"	"en"	"Drop Dead Gorgeous"	6.736274	1999-07-23	10571408	98	6.4	86	"Comedy"	1999	7	23	"Kirsten Dunst"	"female"	"Michael"	"male"
3083	1e+07	"father-in-law marriage documentary filmmaking hipster middle age"	"en"	"While We're Young"	19.263477	2015-04-03	7587485	97	5.8	383	"Drama"	2015	4	3	"Ben Stiller"	"male"	"Noah"	"male"
2014	2.5e+07	"suicide new york hotel fire hotel room"	"en"	"1408"	35.169779	2007-07-12	94679598	104	6.5	1343	"Thriller"	2007	7	12	"John Cusack"	"male"	"Mikael"	"male"
2402	0	"nanny haunted house channel islands parallel world photosensitivity"	"en"	"The Others"	25.881355	2001-08-02	0	101	7.4	1660	"Drama"	2001	8	2	"Nicole Kidman"	"female"	"Alejandro"	"male"
3918	3e+06	"hotel airport hotel room greece dream"	"en"	"Before Midnight"	23.299907	2013-04-05	11176469	108	7.4	568	"Drama"	2013	4	5	"Ethan Hawke"	"male"	"Richard"	"male"
3382	7e+06	"sport catholic mother superior catholic school convent school"	"en"	"The Mighty Macs"	2.932784	2009-10-21	0	102	5	15	"Drama"	2009	10	21	"Carla Gugino"	"female"	"Tim"	"male"
4676	0	"prison woman director"	"en"	"Middle of Nowhere"	2.836537	2012-10-12	0	101	6.6	7	"Drama"	2012	10	12	"David Oyelowo"	"male"	"Ava"	"female"
184	1.35e+08	"friendship spaceship space alien alien invasion"	"en"	"Home"	63.473086	2015-03-18	368871007	94	6.8	1519	"Comedy"	2015	3	18	"Jim Parsons"	"male"	"Tim"	"male"
3130	1e+07	"holocaust nazis israeli"	"en"	"Adam Resurrected"	2.574014	2008-08-08	0	106	6.4	22	"Drama"	2008	8	8	"Jeff Goldblum"	"male"	"Paul"	"male"
2108	2e+07	"underdog love at first sight hairdresser small town scissors"	"en"	"Edward Scissorhands"	47.51363	1990-12-05	5.3e+07	105	7.5	3601	"Drama"	1990	12	5	"Johnny Depp"	"male"	"Tim"	"male"
3962	3e+06	"drug dealer police killer illegal drugs dealer"	"en"	"Open Road"	2.680629	2013-04-12	0	85	5.2	18	"Drama"	2013	4	12	"Camilla Belle"	"female"	"M\u00e1rcio"	NA
2190	0	"college lost and found older brother younger sister woman director young adult"	"en"	"Loser"	5.214408	2000-07-21	0	98	5	120	"Drama"	2000	7	21	"Jason Biggs"	"male"	"Amy"	"female"
1811	2.5e+07	"san francisco parents kids relationship restaurant nanny mask"	"en"	"Mrs. Doubtfire"	30.884535	1993-11-24	441286195	125	7	1591	"Drama"	1993	11	24	"Robin Williams"	"female"	"Chris"	"male"
3049	0	"high school scavenger hunt teenage crush slumber party teenager"	"en"	"Sleepover"	5.842299	2004-07-09	0	89	5.3	101	"Comedy"	2004	7	9	"Alexa PenaVega"	"female"	"Joe"	"male"
3821	3800000	"san francisco homeless person bar suicide attempt heart attack"	"en"	"The Good Heart"	2.201678	2009-09-11	0	95	6	21	"Drama"	2009	9	11	"Brian Cox"	"male"	"Dagur"	NA
4113	2e+06	"loss of virginity teenage boy teen comedy teenage sexuality found footage"	"en"	"The Virginity Hit"	3.125382	2010-09-10	563706	120	4.6	19	"Comedy"	2010	9	10	"Matt Bennett"	"male"	"Huck"	"male"
1411	3.5e+07	"queen rock star secret society vampire light"	"en"	"Queen of the Damned"	11.644243	2002-02-10	45479110	101	5.4	239	"Drama"	2002	2	10	"Stuart Townsend"	"male"	"Michael"	"male"
1774	2.5e+07	"film producer midlife crisis independent film divorce"	"en"	"What Just Happened"	8.31653	2008-10-17	6673422	104	5.2	127	"Drama"	2008	10	17	"Bruce Willis"	"male"	"Barry"	"male"
3411	0	"suicide father son relationship surreal independent film parallel world"	"en"	"The Chumscrubber"	3.528643	2005-06-08	0	108	6.7	62	"Drama"	2005	6	8	"Jamie Bell"	"female"	"Arie"	"female"
3586	5e+06	"paris treasure catacombs scientist singing in a car"	"en"	"As Above, So Below"	26.510558	2014-08-14	40100000	93	6.1	766	"Thriller"	2014	8	14	"Perdita Weeks"	"female"	"John"	"male"
717	6e+07	"based on novel sniper investigation police quarry"	"en"	"Jack Reacher"	56.868399	2012-12-20	218340595	130	6.3	2998	"Drama"	2012	12	20	"Tom Cruise"	"male"	"Christopher"	"male"
4393	1e+06	"racing car growing up scam male prostitute"	"en"	"Speedway Junky"	0.340019	1999-02-11	0	104	5.2	7	"Drama"	1999	2	11	"Jesse Bradford"	"male"	"Nickolas"	"male"
4413	0	NA	"en"	"Childless"	0.243853	2015-04-03	0	90	4.5	2	NA	2015	4	3	"Barbara Hershey"	"female"	"Charlie"	"male"
2396	1.5e+07	"wolf suspicion little red riding hood investigation burglary"	"en"	"Hoodwinked!"	23.980329	2005-12-16	51053787	80	5.9	479	"Comedy"	2005	12	16	"Anne Hathaway"	"female"	"Cory"	"male"
168	1.37e+08	"battle assignment dystopia alien downfall scientist"	"en"	"Final Fantasy: The Spirits Within"	26.074908	2001-07-02	85131830	106	5.9	433	"Action"	2001	7	2	"Donald Sutherland"	"male"	"Hironobu"	NA
2241	0	"nurse battle platoon veteran recruitment"	"en"	"Passchendaele"	2.405911	2008-10-17	0	114	6.3	26	"Drama"	2008	10	17	"Paul Gross"	"male"	"Paul"	"male"
745	0	"ransom press conference ship miss america fbi agent"	"en"	"Miss Congeniality 2: Armed and Fabulous"	19.998581	2005-03-11	0	115	5.3	425	"Comedy"	2005	3	11	"Sandra Bullock"	"female"	"John"	"male"
2958	10800000	"blood splatter serial killer pig mask nazi jigsaw"	"en"	"Saw V"	32.943848	2008-10-23	113857533	92	5.9	820	"Thriller"	2008	10	23	"Tobin Bell"	"male"	"David"	"male"
2507	15500000	NA	"en"	"Slow Burn"	6.630856	2005-09-12	1237615	93	5.5	16	"Drama"	2005	9	12	"Ray Liotta"	"male"	"Wayne"	"male"
4634	0	NA	"en"	"Better Luck Tomorrow"	3.877036	2002-01-12	0	101	6.5	27	"Drama"	2002	1	12	"Parry Shen"	"male"	"Justin"	"male"
1848	2.8e+07	"spy cia killer robot delinquent teen spy"	"en"	"Agent Cody Banks"	11.859396	2003-03-14	58795814	102	5	284	"Action"	2003	3	14	"Frankie Muniz"	"male"	"Harald"	"male"
1494	3.2e+07	"holiday elves santa claus looking for  birth parents romance"	"en"	"Elf"	16.901954	2003-10-09	173398518	97	6.4	987	"Comedy"	2003	10	9	"Will Ferrell"	"male"	"Jon"	"male"
50	1.5e+08	"persia sandstorm brother against brother armageddon regent"	"en"	"Prince of Persia: The Sands of Time"	62.169881	2010-05-19	335154643	116	6.2	2317	"Action"	2010	5	19	"Jake Gyllenhaal"	"male"	"Mike"	"male"
4518	5e+05	"train station new jersey small person friendship newfoundland"	"en"	"The Station Agent"	11.578545	2003-01-26	8679814	88	7.4	210	"Drama"	2003	1	26	"Peter Dinklage"	"male"	"Tom"	"male"
2503	1.6e+07	"dancing based on novel revenge native american violence"	"en"	"The Homesman"	20.59148	2014-05-18	3442853	122	6.4	258	"Drama"	2014	5	18	"Hilary Swank"	"female"	"Tommy"	"male"
2461	1.6e+07	"new england first love eye patch search party devastation"	"en"	"Moonrise Kingdom"	41.083914	2012-05-16	68263166	94	7.6	1662	"Drama"	2012	5	16	"Bruce Willis"	"male"	"Wes"	"male"
51	1.8e+08	"dystopia giant robot giant monster apocalypse imax"	"en"	"Pacific Rim"	56.523205	2013-07-11	407602906	131	6.7	4794	"Action"	2013	7	11	"Idris Elba"	"male"	"Guillermo"	"male"
2001	0	NA	"en"	"The Crew"	2.634119	2000-08-21	0	88	6.4	11	"Comedy"	2000	8	21	"Richard Dreyfuss"	"male"	"Michael"	"male"
4533	0	"male female relationship co-worker relationship mumblecore"	"en"	"Drinking Buddies"	17.378455	2013-08-23	343341	90	6	356	"Drama"	2013	8	23	"Olivia Wilde"	"female"	"Joe"	"male"
2017	2.2e+07	"corruption fortune teller money transfer money laundering pottery"	"en"	"Ghost"	41.967005	1990-07-12	5.05e+08	127	6.9	1339	"Drama"	1990	7	12	"Patrick Swayze"	"male"	"Jerry"	"male"
1598	3e+07	"gypsy work gore curse psychologist"	"en"	"Drag Me to Hell"	45.083509	2009-03-15	90810892	99	6.2	966	"Thriller"	2009	3	15	"Alison Lohman"	"female"	"Sam"	"male"
1646	3e+07	"gambling sex casino based on novel vandalism"	"en"	"Alex & Emma"	4.352422	2003-06-16	15368897	96	5	68	"Comedy"	2003	6	16	"Luke Wilson"	"male"	"Rob"	"male"
880	6.7e+07	"exploitation slasher zombie killer"	"en"	"Grindhouse"	16.637642	2007-04-06	25037897	191	6.8	459	"Thriller"	2007	4	6	"Kurt Russell"	"male"	"Robert"	"male"
2770	0	"sport"	"en"	"Resurrecting the Champ"	4.898437	2007-06-14	0	112	5.9	60	"Drama"	2007	6	14	"Samuel L."	"male"	"Rod"	"male"
2259	0	"sport"	"en"	"The Game of Their Lives"	2.013405	2005-01-01	0	101	5.8	14	"Drama"	2005	1	1	"Gerard Butler"	"male"	"David"	"male"
3563	5e+06	"garage poltergeist webcam imaginary friend bathtub"	"en"	"Paranormal Activity 4"	20.326337	2012-10-17	142817992	95	5.2	563	"Horror"	2012	10	17	"Katie Featherston"	"female"	"Henry"	"male"
1707	2.8e+07	"refugee mass murder habor car journey department store"	"en"	"Dawn of the Dead"	44.529429	2004-03-19	102356381	101	6.8	1016	"Action"	2004	3	19	"Sarah Polley"	"female"	"Zack"	"male"
1445	4e+07	"airplane based on comic book corpse stich"	"en"	"Whiteout"	14.818718	2009-09-09	12206028	101	5.3	220	"Thriller"	2009	9	9	"Kate Beckinsale"	"female"	"Dominic"	"male"
2609	1.5e+07	"corruption police brutality riot ghetto street war"	"en"	"Dark Blue"	6.373316	2002-12-14	9237470	118	6.5	85	"Drama"	2002	12	14	"Kurt Russell"	"male"	"Ron"	"male"
955	5e+07	"helicopter terrorist nuclear missile bridge train crash"	"en"	"The Peacemaker"	15.931084	1997-09-26	0	124	5.8	255	"Thriller"	1997	9	26	"George Clooney"	"male"	"Mimi"	"female"
887	5.2e+07	"flower married couple florist kiss single"	"en"	"Valentine's Day"	25.41929	2010-02-10	216485654	125	5.7	1013	"Comedy"	2010	2	10	"Jessica Alba"	"female"	"Garry"	"male"
4195	2e+06	"rape fondling revenge writer strangulation"	"en"	"I Spit on Your Grave"	26.281839	2010-06-17	572809	108	6.3	519	"Thriller"	2010	6	17	"Sarah Butler"	"female"	"Steven"	"male"
1610	3e+07	"assassin self sacrifice strip club secret agent training"	"en"	"Hanna"	31.191975	2011-04-07	63782078	111	6.5	1263	"Thriller"	2011	4	7	"Saoirse Ronan"	"female"	"Joe"	"male"
1653	3e+07	"sheriff small town hostage prisoner fbi"	"en"	"The Last Stand"	43.882857	2013-01-12	0	107	5.7	1266	"Thriller"	2013	1	12	"Arnold Schwarzenegger"	"male"	"Kim"	"female"
3854	3500000	"dc comics future joker robin based on graphic novel"	"en"	"Batman: The Dark Knight Returns, Part 2"	25.891466	2013-01-18	0	78	7.9	419	"Action"	2013	1	18	"Peter Weller"	"male"	"Jay"	"male"
720	6e+07	"saving the world mutation infection terminal illness quarantine"	"en"	"Contagion"	38.820858	2011-09-08	137551594	106	6.2	1325	"Drama"	2011	9	8	"Matt Damon"	"male"	"Steven"	"male"
3917	0	"woman director"	"en"	"Phat Girlz"	0.982624	2006-01-01	0	99	3.7	10	"Comedy"	2006	1	1	"Mo'Nique Jimmy"	NA	"Nnegest"	NA
1247	4e+07	"murder homicide detective"	"en"	"City By The Sea"	3.476966	2002-09-06	22433915	108	5.7	92	"Drama"	2002	9	6	"Robert De"	"male"	"Michael"	"male"
4528	5e+05	"suicide alcohol secret birthday lake"	"en"	"Mean Creek"	8.519202	2004-01-15	603943	90	6.9	106	"Drama"	2004	1	15	"Rory Culkin"	"male"	"Jacob"	"male"
74	1.78e+08	"deja vu time warp restart dystopia war"	"en"	"Edge of Tomorrow"	79.456485	2014-05-27	370541256	113	7.6	4858	"Action"	2014	5	27	"Tom Cruise"	"male"	"Doug"	"male"
3135	0	"independent film"	"en"	"Good Intentions"	0.304566	2010-03-09	0	85	5	6	"Comedy"	2010	3	9	"Luke Perry"	"male"	"Jim"	"male"
631	5.9e+07	"human evolution parents kids relationship squirrel ice loss of child"	"en"	"Ice Age"	99.561972	2002-03-10	383257136	81	7.1	3857	"Comedy"	2002	3	10	"Ray Romano"	"male"	"Chris"	"male"
1081	3.5e+07	"adultery jealousy infidelity career marriage crisis"	"en"	"Revolutionary Road"	20.360549	2008-12-19	75225693	119	6.7	796	"Drama"	2008	12	19	"Leonardo DiCaprio"	"male"	"Sam"	"male"
3441	1e+07	"england leeds united sport brighton soccer"	"en"	"The Damned United"	13.409125	2009-03-27	0	97	7.2	152	"Drama"	2009	3	27	"Michael Sheen"	"male"	"Tom"	"male"
757	0	"women baseball pitcher home run aging"	"en"	"Trouble with the Curve"	18.587114	2012-09-21	0	111	6.6	366	"Drama"	2012	9	21	"Clint Eastwood"	"male"	"Robert"	"male"
2110	0	NA	"en"	"Madea's Witness Protection"	7.050951	2012-06-29	0	114	5.9	52	"Drama"	2012	6	29	"Tyler Perry"	"male"	"Tyler"	"male"
1987	2.4e+07	"flying witch rain castle scarecrow"	"ja"	"Howl's Moving Castle"	49.549984	2004-11-19	234710455	119	8.2	1991	"Adventure"	2004	11	19	"Takuya Kimura"	"male"	"Hayao"	NA
3034	1e+07	"river snake arkansas fugitive river boat"	"en"	"Mud"	17.663353	2013-05-01	21587700	130	7	1068	"Drama"	2013	5	1	"Matthew McConaughey"	"male"	"Jeff"	"male"
4664	230000	"prison isolation"	"en"	"Bronson"	18.450613	2008-10-09	2260712	92	6.9	733	"Drama"	2008	10	9	"Tom Hardy"	"male"	"Nicolas"	"male"
4134	0	"female nudity horror dark comedy female homosexuality female vampire"	"en"	"Lesbian Vampire Killers"	6.632891	2009-03-16	0	86	5.3	124	"Comedy"	2009	3	16	"James Corden"	"male"	"Phil"	"male"
1495	3.2e+07	"brain tumor telekinesis genius terminal illness doctor"	"en"	"Phenomenon"	15.039407	1996-07-05	152036382	123	6.2	323	"Drama"	1996	7	5	"John Travolta"	"male"	"Jon"	"male"
4352	0	"new york film director legend song public"	"en"	"Shine a Light"	2.162522	2008-02-07	0	122	7.2	44	"Music"	2008	2	7	"Mick Jagger"	"male"	"Martin"	"male"
1884	2.5e+07	"gambling gun professor beating gambler"	"en"	"The Gambler"	22.622453	2014-12-25	39171130	111	5.7	543	"Drama"	2014	12	25	"Mark Wahlberg"	"male"	"Rupert"	"male"
4501	0	NA	"en"	"Broken Vessels"	0.069277	1998-04-18	0	90	6	2	"Drama"	1998	4	18	"Todd Field"	"male"	"Scott"	"male"
3799	4e+06	"terror scotland kidnapping nudity wilderness"	"en"	"A Lonely Place to Die"	8.30723	2011-04-09	25345000	99	6.2	157	"Thriller"	2011	4	9	"Melissa George"	"female"	"Julian"	"male"
3636	5e+06	"suicide drug dealer redemption addict existentialism"	"en"	"Light Sleeper"	6.063868	1992-08-21	0	103	5.7	15	"Drama"	1992	8	21	"Willem Dafoe"	"male"	"Paul"	"male"
3389	0	"inventor invention scandal"	"en"	"Chairman of the Board"	0.587276	1998-03-13	0	95	2.7	13	"Comedy"	1998	3	13	"Scott 'Carrot"	"male"	"Alex"	"male"
2836	1.2e+07	"painter love of one's life disabled woman director"	"en"	"Frida"	18.422327	2002-08-29	56298474	123	7.3	383	"Drama"	2002	8	29	"Salma Hayek"	"female"	"Julie"	"female"
1809	2.5e+07	"aids diplomat nairobi politician pharmaceutical industry"	"en"	"The Constant Gardener"	20.679652	2005-08-31	82466670	129	6.8	417	"Drama"	2005	8	31	"Ralph Fiennes"	"male"	"Fernando"	"male"
2376	0	"psychoanalysis comedian relationship problems advice experience"	"en"	"Anything Else"	8.945081	2003-08-27	0	108	6.2	149	"Comedy"	2003	8	27	"Woody Allen"	"male"	"Woody"	"male"
258	1.05e+08	"based on cartoon animation smurf"	"en"	"The Smurfs 2"	32.473628	2013-07-30	347434178	105	5.5	695	"Comedy"	2013	7	30	"Hank Azaria"	"male"	"Raja"	"male"
3434	6500000	"gay aids based on novel art house tantrum"	"en"	"A Home at the End of the World"	5.483531	2004-07-23	1548955	96	6.8	45	"Drama"	2004	7	23	"Colin Farrell"	"male"	"Michael"	"male"
287	1e+08	"bounty hunter hero plantation society friendship"	"en"	"Django Unchained"	82.121691	2012-12-25	425368238	165	7.8	10099	"Drama"	2012	12	25	"Jamie Foxx"	"female"	"Quentin"	"male"
3085	0	"secret asylum bed and breakfast place past psychopath"	"en"	"Spider"	6.948401	2002-12-13	0	98	6.4	168	"Drama"	2002	12	13	"Ralph Fiennes"	"male"	"David"	"male"
540	7.5e+07	"rap music hitman"	"en"	"Hollywood Homicide"	10.605084	2003-06-09	51142659	116	5	166	"Comedy"	2003	6	9	"Harrison Ford"	"male"	"Ron"	"male"
1579	3e+07	"paris painter detective based on novel screenwriter"	"en"	"Midnight in Paris"	43.753585	2011-05-11	151119219	94	7.4	1990	"Comedy"	2011	5	11	"Owen Wilson"	"male"	"Woody"	"male"
4090	2e+06	"cheating dysfunctional family teen angst underage drinking domestic violence"	"en"	"Thirteen"	20.331593	2003-08-20	4601043	100	6.7	339	"Drama"	2003	8	20	"Evan Rachel"	"male"	"Catherine"	"female"
1013	5e+07	"based on novel soviet union russian murder serial killer"	"en"	"Child 44"	40.371098	2015-03-15	3324330	137	6.1	547	"Thriller"	2015	3	15	"Tom Hardy"	"male"	"Daniel"	"male"
1258	4e+07	NA	"en"	"Life or Something Like It"	8.980846	2002-04-26	16872671	103	5.7	124	"Drama"	2002	4	26	"Angelina Jolie"	"female"	"Stephen"	"male"
3138	1e+07	"gunslinger bounty hunter blacksmith duel wild west"	"en"	"Gunless"	3.753703	2010-04-30	0	89	6.7	27	"Drama"	2010	4	30	"Sienna Guillory"	"female"	"William"	"male"
2645	1.2e+07	"roman empire ancient rome ancient world violence britain"	"en"	"Centurion"	22.708647	2010-02-15	6814789	97	5.9	386	"Drama"	2010	2	15	"Michael Fassbender"	"male"	"Neil"	"male"
455	7.5e+07	"new york cia helicopter assassin secret"	"en"	"Conspiracy Theory"	22.179658	1997-08-07	136982834	135	6.5	431	"Drama"	1997	8	7	"Mel Gibson"	"male"	"Richard"	"male"
